1.000000	0.000010	0.000010	0.000010	0.000010	
0.857143	0.142857	0.000010	0.000010	0.000010	
0.714286	0.285714	0.000010	0.000010	0.000010	
0.571429	0.428571	0.000010	0.000010	0.000010	
0.428571	0.571429	0.000010	0.000010	0.000010	
0.285714	0.714286	0.000010	0.000010	0.000010	
0.142857	0.857143	0.000010	0.000010	0.000010	
0.000010	1.000000	0.000010	0.000010	0.000010	
0.857143	0.000010	0.142857	0.000010	0.000010	
0.714286	0.142857	0.142857	0.000010	0.000010	
0.571429	0.285714	0.142857	0.000010	0.000010	
0.428571	0.428571	0.142857	0.000010	0.000010	
0.285714	0.571429	0.142857	0.000010	0.000010	
0.142857	0.714286	0.142857	0.000010	0.000010	
0.000010	0.857143	0.142857	0.000010	0.000010	
0.714286	0.000010	0.285714	0.000010	0.000010	
0.571429	0.142857	0.285714	0.000010	0.000010	
0.428571	0.285714	0.285714	0.000010	0.000010	
0.285714	0.428571	0.285714	0.000010	0.000010	
0.142857	0.571429	0.285714	0.000010	0.000010	
0.000010	0.714286	0.285714	0.000010	0.000010	
0.571429	0.000010	0.428571	0.000010	0.000010	
0.428571	0.142857	0.428571	0.000010	0.000010	
0.285714	0.285714	0.428571	0.000010	0.000010	
0.142857	0.428571	0.428571	0.000010	0.000010	
0.000010	0.571429	0.428571	0.000010	0.000010	
0.428571	0.000010	0.571429	0.000010	0.000010	
0.285714	0.142857	0.571429	0.000010	0.000010	
0.142857	0.285714	0.571429	0.000010	0.000010	
0.000010	0.428571	0.571429	0.000010	0.000010	
0.285714	0.000010	0.714286	0.000010	0.000010	
0.142857	0.142857	0.714286	0.000010	0.000010	
0.000010	0.285714	0.714286	0.000010	0.000010	
0.142857	0.000010	0.857143	0.000010	0.000010	
0.000010	0.142857	0.857143	0.000010	0.000010	
0.000010	0.000010	1.000000	0.000010	0.000010	
0.857143	0.000010	0.000010	0.142857	0.000010	
0.714286	0.142857	0.000010	0.142857	0.000010	
0.571429	0.285714	0.000010	0.142857	0.000010	
0.428571	0.428571	0.000010	0.142857	0.000010	
0.285714	0.571429	0.000010	0.142857	0.000010	
0.142857	0.714286	0.000010	0.142857	0.000010	
0.000010	0.857143	0.000010	0.142857	0.000010	
0.714286	0.000010	0.142857	0.142857	0.000010	
0.571429	0.142857	0.142857	0.142857	0.000010	
0.428571	0.285714	0.142857	0.142857	0.000010	
0.285714	0.428571	0.142857	0.142857	0.000010	
0.142857	0.571429	0.142857	0.142857	0.000010	
0.000010	0.714286	0.142857	0.142857	0.000010	
0.571429	0.000010	0.285714	0.142857	0.000010	
0.428571	0.142857	0.285714	0.142857	0.000010	
0.285714	0.285714	0.285714	0.142857	0.000010	
0.142857	0.428571	0.285714	0.142857	0.000010	
0.000010	0.571429	0.285714	0.142857	0.000010	
